Orthogroup	adv	ath	aza	azd	azi	bced	bvi	cyq	cza	dor	eba	lcm	magx	parb	rrz	shd	sscu	tmz
OG0023539		ath_NP_199146.1																
OG0023540		ath_NP_199161.1																
OG0023541		ath_NP_199166.1																
OG0023542		ath_NP_199184.1																
OG0023543		ath_NP_199190.1																
OG0023544		ath_NP_199194.1																
OG0023545		ath_NP_199197.1																
OG0023546		ath_NP_199223.1																
OG0023547		ath_NP_199227.1																
OG0023548		ath_NP_199228.2																
OG0023549		ath_NP_199230.1																
OG0023550		ath_NP_199245.1																
OG0023551		ath_NP_199247.1																
OG0023552		ath_NP_199284.2																
OG0023553		ath_NP_199353.1																
OG0023554		ath_NP_199382.1																
OG0023555		ath_NP_199409.1																
OG0023556		ath_NP_199411.1																
OG0023557		ath_NP_199420.1																
OG0023558		ath_NP_199442.1																
OG0023559		ath_NP_199443.1																
OG0023560		ath_NP_199467.2																
OG0023561		ath_NP_199468.5																
OG0023562		ath_NP_199547.1																
OG0023563		ath_NP_199551.2																
OG0023564		ath_NP_199588.1																
OG0023565		ath_NP_199596.1																
OG0023566		ath_NP_199599.1																
OG0023567		ath_NP_199605.1																
OG0023568		ath_NP_199631.1																
OG0023569		ath_NP_199639.1																
OG0023570		ath_NP_199657.1																
OG0023571		ath_NP_199697.1																
OG0023572		ath_NP_199707.2																
OG0023573		ath_NP_199737.1																
OG0023574		ath_NP_199743.1																
OG0023575		ath_NP_199764.1																
OG0023576		ath_NP_199770.1																
OG0023577		ath_NP_199775.1																
OG0023578		ath_NP_199777.1																
OG0023579		ath_NP_199792.1																
OG0023580		ath_NP_199799.1																
OG0023581		ath_NP_199846.1																
OG0023582		ath_NP_199852.1																
OG0023583		ath_NP_199861.1																
OG0023584		ath_NP_199904.1																
OG0023585		ath_NP_199915.1																
OG0023586		ath_NP_199918.2																
OG0023587		ath_NP_199922.1																
OG0023588		ath_NP_199947.1																
OG0023589		ath_NP_199948.1																
OG0023590		ath_NP_199971.1																
OG0023591		ath_NP_199974.1																
OG0023592		ath_NP_199978.1																
OG0023593		ath_NP_199981.2																
OG0023594		ath_NP_200026.1																
OG0023595		ath_NP_200031.1																
OG0023596		ath_NP_200032.1																
OG0023597		ath_NP_200042.4																
OG0023598		ath_NP_200051.1																
OG0023599		ath_NP_200067.1																
OG0023600		ath_NP_200104.1																
OG0023601		ath_NP_200108.1																
OG0023602		ath_NP_200160.1																
OG0023603		ath_NP_200165.1																
OG0023604		ath_NP_200178.1																
OG0023605		ath_NP_200200.1																
OG0023606		ath_NP_200204.1																
OG0023607		ath_NP_200218.1																
OG0023608		ath_NP_200252.1																
OG0023609		ath_NP_200257.1																
OG0023610		ath_NP_200265.1																
OG0023611		ath_NP_200269.1																
OG0023612		ath_NP_200275.1																
OG0023613		ath_NP_200288.1																
OG0023614		ath_NP_200296.1																
OG0023615		ath_NP_200310.1																
OG0023616		ath_NP_200312.1																
OG0023617		ath_NP_200319.1																
OG0023618		ath_NP_200330.1																
OG0023619		ath_NP_200354.1																
OG0023620		ath_NP_200367.2																
OG0023621		ath_NP_200376.1																
OG0023622		ath_NP_200379.1																
OG0023623		ath_NP_200386.1																
OG0023624		ath_NP_200421.1																
OG0023625		ath_NP_200456.1																
OG0023626		ath_NP_200499.1																
OG0023627		ath_NP_200513.1																
OG0023628		ath_NP_200555.1																
OG0023629		ath_NP_200558.1																
OG0023630		ath_NP_200559.1																
OG0023631		ath_NP_200567.2																
OG0023632		ath_NP_200569.1																
OG0023633		ath_NP_200584.1																
OG0023634		ath_NP_200606.1																
OG0023635		ath_NP_200619.1																
OG0023636		ath_NP_200621.1																
OG0023637		ath_NP_200633.1																
OG0023638		ath_NP_200643.1																
OG0023639		ath_NP_200666.1																
OG0023640		ath_NP_200671.1																
OG0023641		ath_NP_200700.1																
OG0023642		ath_NP_200706.1																
OG0023643		ath_NP_200725.1																
OG0023644		ath_NP_200745.1																
OG0023645		ath_NP_200795.1																
OG0023646		ath_NP_200799.1																
OG0023647		ath_NP_200832.1																
OG0023648		ath_NP_200837.1																
OG0023649		ath_NP_200948.1																
OG0023650		ath_NP_200953.1																
OG0023651		ath_NP_200956.1																
OG0023652		ath_NP_201018.1																
OG0023653		ath_NP_201020.1																
OG0023654		ath_NP_201061.1																
OG0023655		ath_NP_201081.1																
OG0023656		ath_NP_201093.1																
OG0023657		ath_NP_201105.1																
OG0023658		ath_NP_201139.1																
OG0023659		ath_NP_201157.4																
OG0023660		ath_NP_201177.1																
OG0023661		ath_NP_201206.3																
OG0023662		ath_NP_201226.2																
OG0023663		ath_NP_201236.1																
OG0023664		ath_NP_201243.1																
OG0023665		ath_NP_201263.2																
OG0023666		ath_NP_201274.1																
OG0023667		ath_NP_201282.1																
OG0023668		ath_NP_201297.1																
OG0023669		ath_NP_201338.1																
OG0023670		ath_NP_201355.1																
OG0023671		ath_NP_201357.2																
OG0023672		ath_NP_201361.1																
OG0023673		ath_NP_201372.2																
OG0023674		ath_NP_201389.1																
OG0023675		ath_NP_201391.1																
OG0023676		ath_NP_201415.1																
OG0023677		ath_NP_201435.1																
OG0023678		ath_NP_201483.2																
OG0023679		ath_NP_201497.1																
OG0023680		ath_NP_201498.2																
OG0023681		ath_NP_201513.1																
OG0023682		ath_NP_201515.1																
OG0023683		ath_NP_201528.1																
OG0023684		ath_NP_201536.1																
OG0023685		ath_NP_201539.2																
OG0023686		ath_NP_201565.1																
OG0023687		ath_NP_563634.1																
OG0023688		ath_NP_563638.1																
OG0023689		ath_NP_563642.1																
OG0023690		ath_NP_563653.2																
OG0023691		ath_NP_563668.1																
OG0023692		ath_NP_563695.2																
OG0023693		ath_NP_563714.1																
OG0023694		ath_NP_563717.1																
OG0023695		ath_NP_563721.1																
OG0023696		ath_NP_563727.1																
OG0023697		ath_NP_563730.1																
OG0023698		ath_NP_563739.1																
OG0023699		ath_NP_563740.1																
OG0023700		ath_NP_563741.1																
OG0023701		ath_NP_563765.1																
OG0023702		ath_NP_563775.1																
OG0023703		ath_NP_563813.2																
OG0023704		ath_NP_563815.1																
OG0023705		ath_NP_563819.1																
OG0023706		ath_NP_563823.1																
OG0023707		ath_NP_563843.1																
OG0023708		ath_NP_563845.1																
OG0023709		ath_NP_563871.1																
OG0023710		ath_NP_563886.1																
OG0023711		ath_NP_563907.1																
OG0023712		ath_NP_563913.1																
OG0023713		ath_NP_563917.1																
OG0023714		ath_NP_563920.1																
OG0023715		ath_NP_563927.3																
OG0023716		ath_NP_563931.2																
OG0023717		ath_NP_563947.1																
OG0023718		ath_NP_563967.1																
OG0023719		ath_NP_563980.2																
OG0023720		ath_NP_563985.1																
OG0023721		ath_NP_563986.1																
OG0023722		ath_NP_563991.1																
OG0023723		ath_NP_564027.1																
OG0023724		ath_NP_564031.2																
OG0023725		ath_NP_564033.1																
OG0023726		ath_NP_564046.1																
OG0023727		ath_NP_564065.1																
OG0023728		ath_NP_564076.1																
OG0023729		ath_NP_564101.1																
OG0023730		ath_NP_564113.1																
OG0023731		ath_NP_564142.1																
OG0023732		ath_NP_564162.1																
OG0023733		ath_NP_564167.1																
OG0023734		ath_NP_564175.2																
OG0023735		ath_NP_564180.1																
OG0023736		ath_NP_564193.1																
OG0023737		ath_NP_564195.1																
OG0023738		ath_NP_564220.1																
OG0023739		ath_NP_564248.1																
OG0023740		ath_NP_564249.1																
OG0023741		ath_NP_564260.1																
OG0023742		ath_NP_564263.1																
OG0023743		ath_NP_564275.1																
OG0023744		ath_NP_564283.1																
OG0023745		ath_NP_564300.1																
OG0023746		ath_NP_564302.1																
OG0023747		ath_NP_564306.1																
OG0023748		ath_NP_564312.1																
OG0023749		ath_NP_564361.1																
OG0023750		ath_NP_564378.1																
OG0023751		ath_NP_564381.1																
OG0023752		ath_NP_564385.1																
OG0023753		ath_NP_564394.1																
OG0023754		ath_NP_564395.1																
OG0023755		ath_NP_564403.1																
OG0023756		ath_NP_564407.1																
OG0023757		ath_NP_564415.1																
OG0023758		ath_NP_564416.1																
OG0023759		ath_NP_564429.1																
OG0023760		ath_NP_564432.3																
OG0023761		ath_NP_564447.1																
OG0023762		ath_NP_564450.1																
OG0023763		ath_NP_564451.2																
OG0023764		ath_NP_564453.1																
OG0023765		ath_NP_564462.1																
OG0023766		ath_NP_564467.5																
OG0023767		ath_NP_564473.1																
OG0023768		ath_NP_564474.1																
OG0023769		ath_NP_564484.1																
OG0023770		ath_NP_564492.1																
OG0023771		ath_NP_564501.1																
OG0023772		ath_NP_564508.1																
OG0023773		ath_NP_564517.1																
OG0023774		ath_NP_564522.1																
OG0023775		ath_NP_564538.1																
OG0023776		ath_NP_564542.1																
OG0023777		ath_NP_564545.1																
OG0023778		ath_NP_564555.1																
OG0023779		ath_NP_564556.1																
OG0023780		ath_NP_564560.1																
OG0023781		ath_NP_564561.1																
OG0023782		ath_NP_564564.1																
OG0023783		ath_NP_564570.1																
OG0023784		ath_NP_564580.1																
OG0023785		ath_NP_564582.1																
OG0023786		ath_NP_564592.1																
OG0023787		ath_NP_564595.1																
OG0023788		ath_NP_564613.1																
OG0023789		ath_NP_564638.1																
OG0023790		ath_NP_564639.1																
OG0023791		ath_NP_564660.1																
OG0023792		ath_NP_564667.1																
OG0023793		ath_NP_564672.2																
OG0023794		ath_NP_564696.2																
OG0023795		ath_NP_564765.1																
OG0023796		ath_NP_564780.1																
OG0023797		ath_NP_564812.1																
OG0023798		ath_NP_564832.1																
OG0023799		ath_NP_564833.1																
OG0023800		ath_NP_564834.1																
OG0023801		ath_NP_564863.1																
OG0023802		ath_NP_564880.1																
OG0023803		ath_NP_564884.1																
OG0023804		ath_NP_564891.4																
OG0023805		ath_NP_564912.1																
OG0023806		ath_NP_564933.1																
OG0023807		ath_NP_564939.1																
OG0023808		ath_NP_564949.1																
OG0023809		ath_NP_564950.1																
OG0023810		ath_NP_564952.1																
OG0023811		ath_NP_564964.1																
OG0023812		ath_NP_564982.1																
OG0023813		ath_NP_564992.1																
OG0023814		ath_NP_565016.1																
OG0023815		ath_NP_565024.1																
OG0023816		ath_NP_565031.1																
OG0023817		ath_NP_565060.1																
OG0023818		ath_NP_565078.1																
OG0023819		ath_NP_565084.1																
OG0023820		ath_NP_565087.1																
OG0023821		ath_NP_565091.1																
OG0023822		ath_NP_565093.1																
OG0023823		ath_NP_565101.1																
OG0023824		ath_NP_565117.1																
OG0023825		ath_NP_565118.1																
OG0023826		ath_NP_565128.1																
OG0023827		ath_NP_565131.1																
OG0023828		ath_NP_565145.1																
OG0023829		ath_NP_565159.1																
OG0023830		ath_NP_565174.1																
OG0023831		ath_NP_565176.1																
OG0023832		ath_NP_565192.1																
OG0023833		ath_NP_565196.1																
OG0023834		ath_NP_565201.1																
OG0023835		ath_NP_565207.1																
OG0023836		ath_NP_565278.1																
OG0023837		ath_NP_565289.1																
OG0023838		ath_NP_565301.1																
OG0023839		ath_NP_565311.1																
OG0023840		ath_NP_565312.1																
OG0023841		ath_NP_565319.1																
OG0023842		ath_NP_565333.1																
OG0023843		ath_NP_565335.1																
OG0023844		ath_NP_565340.1																
OG0023845		ath_NP_565341.1																
OG0023846		ath_NP_565343.1																
OG0023847		ath_NP_565346.2																
OG0023848		ath_NP_565347.1																
OG0023849		ath_NP_565350.1																
OG0023850		ath_NP_565362.1																
OG0023851		ath_NP_565363.2																
OG0023852		ath_NP_565372.1																
OG0023853		ath_NP_565373.1																
OG0023854		ath_NP_565384.1																
OG0023855		ath_NP_565391.1																
OG0023856		ath_NP_565413.1																
OG0023857		ath_NP_565414.1																
OG0023858		ath_NP_565423.1																
OG0023859		ath_NP_565430.1																
OG0023860		ath_NP_565438.1																
OG0023861		ath_NP_565443.1																
OG0023862		ath_NP_565453.1																
OG0023863		ath_NP_565459.1																
OG0023864		ath_NP_565474.1																
OG0023865		ath_NP_565483.1																
OG0023866		ath_NP_565491.1																
OG0023867		ath_NP_565500.1																
OG0023868		ath_NP_565506.1																
OG0023869		ath_NP_565518.1																
OG0023870		ath_NP_565520.1																
OG0023871		ath_NP_565524.1																
OG0023872		ath_NP_565532.1																
OG0023873		ath_NP_565534.1																
OG0023874		ath_NP_565547.1																
OG0023875		ath_NP_565556.1																
OG0023876		ath_NP_565578.1																
OG0023877		ath_NP_565581.1																
OG0023878		ath_NP_565599.1																
OG0023879		ath_NP_565606.1																
OG0023880		ath_NP_565608.1																
OG0023881		ath_NP_565651.1																
OG0023882		ath_NP_565655.1																
OG0023883		ath_NP_565656.1																
OG0023884		ath_NP_565707.1																
OG0023885		ath_NP_565711.1																
OG0023886		ath_NP_565720.1																
OG0023887		ath_NP_565723.1																
OG0023888		ath_NP_565726.1																
OG0023889		ath_NP_565735.1																
OG0023890		ath_NP_565752.1																
OG0023891		ath_NP_565754.1																
OG0023892		ath_NP_565760.1																
OG0023893		ath_NP_565778.1																
OG0023894		ath_NP_565796.2																
OG0023895		ath_NP_565804.1																
OG0023896		ath_NP_565820.1																
OG0023897		ath_NP_565823.1																
OG0023898		ath_NP_565835.1																
OG0023899		ath_NP_565852.1																
OG0023900		ath_NP_565865.1																
OG0023901		ath_NP_565870.1																
OG0023902		ath_NP_565890.1																
OG0023903		ath_NP_565899.1																
OG0023904		ath_NP_565907.1																
OG0023905		ath_NP_565917.2																
OG0023906		ath_NP_565935.1																
OG0023907		ath_NP_565938.1																
OG0023908		ath_NP_565941.1																
OG0023909		ath_NP_565964.1																
OG0023910		ath_NP_565971.1																
OG0023911		ath_NP_565977.1																
OG0023912		ath_NP_565979.1																
OG0023913		ath_NP_565982.1																
OG0023914		ath_NP_565987.1																
OG0023915		ath_NP_566001.1																
OG0023916		ath_NP_566013.1																
OG0023917		ath_NP_566024.1																
OG0023918		ath_NP_566028.1																
OG0023919		ath_NP_566044.1																
OG0023920		ath_NP_566061.1																
OG0023921		ath_NP_566073.1																
OG0023922		ath_NP_566077.1																
OG0023923		ath_NP_566079.1																
OG0023924		ath_NP_566084.1																
OG0023925		ath_NP_566095.1																
OG0023926		ath_NP_566098.1																
OG0023927		ath_NP_566101.1																
OG0023928		ath_NP_566110.1																
OG0023929		ath_NP_566114.1																
OG0023930		ath_NP_566148.2																
OG0023931		ath_NP_566149.1																
OG0023932		ath_NP_566161.1																
OG0023933		ath_NP_566174.1																
OG0023934		ath_NP_566217.1																
OG0023935		ath_NP_566231.1																
OG0023936		ath_NP_566245.1																
OG0023937		ath_NP_566252.1																
OG0023938		ath_NP_566293.1																
OG0023939		ath_NP_566301.1																
OG0023940		ath_NP_566309.1																
OG0023941		ath_NP_566314.1																
OG0023942		ath_NP_566324.1																
OG0023943		ath_NP_566327.1																
OG0023944		ath_NP_566330.1																
OG0023945		ath_NP_566331.1																
OG0023946		ath_NP_566332.1																
OG0023947		ath_NP_566351.1																
OG0023948		ath_NP_566359.1																
OG0023949		ath_NP_566382.5																
OG0023950		ath_NP_566405.1																
OG0023951		ath_NP_566429.1																
OG0023952		ath_NP_566431.1																
OG0023953		ath_NP_566432.1																
OG0023954		ath_NP_566485.1																
OG0023955		ath_NP_566486.1																
OG0023956		ath_NP_566488.1																
OG0023957		ath_NP_566489.1																
OG0023958		ath_NP_566500.1																
OG0023959		ath_NP_566504.1																
OG0023960		ath_NP_566510.1																
OG0023961		ath_NP_566531.1																
OG0023962		ath_NP_566541.1																
OG0023963		ath_NP_566593.1																
OG0023964		ath_NP_566607.1																
OG0023965		ath_NP_566619.1																
OG0023966		ath_NP_566626.1																
OG0023967		ath_NP_566627.1																
OG0023968		ath_NP_566644.1																
OG0023969		ath_NP_566668.1																
OG0023970		ath_NP_566689.2																
OG0023971		ath_NP_566696.2																
OG0023972		ath_NP_566698.1																
OG0023973		ath_NP_566701.1																
OG0023974		ath_NP_566707.2																
OG0023975		ath_NP_566720.1																
OG0023976		ath_NP_566721.1																
OG0023977		ath_NP_566759.1																
OG0023978		ath_NP_566770.1																
OG0023979		ath_NP_566779.1																
OG0023980		ath_NP_566781.1																
OG0023981		ath_NP_566783.1																
OG0023982		ath_NP_566797.1																
OG0023983		ath_NP_566807.1																
OG0023984		ath_NP_566819.1																
OG0023985		ath_NP_566861.1																
OG0023986		ath_NP_566864.1																
OG0023987		ath_NP_566898.1																
OG0023988		ath_NP_566899.1																
OG0023989		ath_NP_566900.1																
OG0023990		ath_NP_566906.1																
OG0023991		ath_NP_566914.1																
OG0023992		ath_NP_566921.1																
OG0023993		ath_NP_566929.1																
OG0023994		ath_NP_566934.1																
OG0023995		ath_NP_566937.1																
OG0023996		ath_NP_566942.1																
OG0023997		ath_NP_566944.1																
OG0023998		ath_NP_566953.1																
OG0023999		ath_NP_566961.1																
OG0024000		ath_NP_566963.1																
OG0024001		ath_NP_566970.1																
OG0024002		ath_NP_566982.1																
OG0024003		ath_NP_566988.1																
OG0024004		ath_NP_566997.1																
OG0024005		ath_NP_567005.2																
OG0024006		ath_NP_567006.1																
OG0024007		ath_NP_567021.1																
OG0024008		ath_NP_567031.1																
OG0024009		ath_NP_567069.1																
OG0024010		ath_NP_567071.1																
OG0024011		ath_NP_567086.1																
OG0024012		ath_NP_567089.1																
OG0024013		ath_NP_567104.1																
OG0024014		ath_NP_567105.1																
OG0024015		ath_NP_567117.1																
OG0024016		ath_NP_567139.1																
OG0024017		ath_NP_567146.1																
OG0024018		ath_NP_567180.1																
OG0024019		ath_NP_567186.1																
OG0024020		ath_NP_567197.1																
OG0024021		ath_NP_567198.1																
OG0024022		ath_NP_567218.2																
OG0024023		ath_NP_567252.1																
OG0024024		ath_NP_567263.1																
OG0024025		ath_NP_567288.1																
OG0024026		ath_NP_567344.1																
OG0024027		ath_NP_567354.1																
OG0024028		ath_NP_567364.1																
OG0024029		ath_NP_567368.1																
OG0024030		ath_NP_567378.4																
OG0024031		ath_NP_567381.1																
OG0024032		ath_NP_567387.1																
OG0024033		ath_NP_567389.1																
OG0024034		ath_NP_567398.1																
OG0024035		ath_NP_567399.3																
OG0024036		ath_NP_567404.1																
OG0024037		ath_NP_567415.1																
OG0024038		ath_NP_567419.1																
OG0024039		ath_NP_567426.1																
OG0024040		ath_NP_567446.1																
OG0024041		ath_NP_567459.5																
OG0024042		ath_NP_567464.1																
OG0024043		ath_NP_567494.1																
OG0024044		ath_NP_567498.1																
OG0024045		ath_NP_567499.1																
OG0024046		ath_NP_567520.1																
OG0024047		ath_NP_567521.1																
OG0024048		ath_NP_567544.1																
OG0024049		ath_NP_567550.1																
OG0024050		ath_NP_567554.1																
OG0024051		ath_NP_567555.1																
OG0024052		ath_NP_567557.1																
OG0024053		ath_NP_567573.1																
OG0024054		ath_NP_567577.1																
OG0024055		ath_NP_567582.1																
OG0024056		ath_NP_567586.1																
OG0024057		ath_NP_567591.1																
OG0024058		ath_NP_567594.1																
OG0024059		ath_NP_567596.1																
OG0024060		ath_NP_567623.2																
OG0024061		ath_NP_567643.1																
OG0024062		ath_NP_567650.2																
OG0024063		ath_NP_567658.1																
OG0024064		ath_NP_567684.1																
OG0024065		ath_NP_567700.1																
OG0024066		ath_NP_567705.1																
OG0024067		ath_NP_567724.1																
OG0024068		ath_NP_567740.1																
OG0024069		ath_NP_567771.1																
OG0024070		ath_NP_567772.1																
OG0024071		ath_NP_567783.1																
OG0024072		ath_NP_567791.1																
OG0024073		ath_NP_567800.1																
OG0024074		ath_NP_567802.1																
OG0024075		ath_NP_567812.1																
OG0024076		ath_NP_567830.1																
OG0024077		ath_NP_567835.1																
OG0024078		ath_NP_567837.1																
OG0024079		ath_NP_567850.1																
OG0024080		ath_NP_567858.1																
OG0024081		ath_NP_567881.1																
OG0024082		ath_NP_567884.1																
OG0024083		ath_NP_567889.1																
OG0024084		ath_NP_567890.1																
OG0024085		ath_NP_567905.1																
OG0024086		ath_NP_567906.1																
OG0024087		ath_NP_567908.1																
OG0024088		ath_NP_567913.1																
OG0024089		ath_NP_567916.2																
OG0024090		ath_NP_567923.1																
OG0024091		ath_NP_567926.4																
OG0024092		ath_NP_567931.1																
OG0024093		ath_NP_567932.1																
OG0024094		ath_NP_567958.1																
OG0024095		ath_NP_567987.1																
OG0024096		ath_NP_567990.1																
OG0024097		ath_NP_567994.1																
OG0024098		ath_NP_568017.1																
OG0024099		ath_NP_568023.1																
OG0024100		ath_NP_568040.1																
OG0024101		ath_NP_568043.1																
OG0024102		ath_NP_568045.1																
OG0024103		ath_NP_568057.1																
OG0024104		ath_NP_568065.1																
OG0024105		ath_NP_568066.1																
OG0024106		ath_NP_568073.1																
OG0024107		ath_NP_568078.1																
OG0024108		ath_NP_568083.1																
OG0024109		ath_NP_568088.1																
OG0024110		ath_NP_568092.4																
OG0024111		ath_NP_568120.1																
OG0024112		ath_NP_568128.1																
OG0024113		ath_NP_568146.1																
OG0024114		ath_NP_568151.1																
OG0024115		ath_NP_568178.1																
OG0024116		ath_NP_568179.1																
OG0024117		ath_NP_568180.1																
OG0024118		ath_NP_568186.1																
OG0024119		ath_NP_568200.1																
OG0024120		ath_NP_568221.1																
OG0024121		ath_NP_568223.1																
OG0024122		ath_NP_568224.1																
OG0024123		ath_NP_568229.1																
OG0024124		ath_NP_568265.2																
OG0024125		ath_NP_568271.2																
OG0024126		ath_NP_568294.1																
OG0024127		ath_NP_568325.1																
OG0024128		ath_NP_568329.1																
OG0024129		ath_NP_568333.1																
OG0024130		ath_NP_568345.1																
OG0024131		ath_NP_568353.1																
OG0024132		ath_NP_568354.1																
OG0024133		ath_NP_568380.1																
OG0024134		ath_NP_568421.1																
OG0024135		ath_NP_568433.1																
OG0024136		ath_NP_568437.1																
OG0024137		ath_NP_568442.1																
OG0024138		ath_NP_568443.1																
OG0024139		ath_NP_568448.1																
OG0024140		ath_NP_568460.1																
OG0024141		ath_NP_568465.1																
OG0024142		ath_NP_568477.1																
OG0024143		ath_NP_568485.1																
OG0024144		ath_NP_568486.1																
OG0024145		ath_NP_568491.1																
OG0024146		ath_NP_568553.1																
OG0024147		ath_NP_568557.1																
OG0024148		ath_NP_568563.1																
OG0024149		ath_NP_568566.1																
OG0024150		ath_NP_568576.2																
OG0024151		ath_NP_568581.1																
OG0024152		ath_NP_568585.1																
OG0024153		ath_NP_568595.2																
OG0024154		ath_NP_568601.1																
OG0024155		ath_NP_568612.1																
OG0024156		ath_NP_568623.1																
OG0024157		ath_NP_568626.1																
OG0024158		ath_NP_568629.1																
OG0024159		ath_NP_568630.1																
OG0024160		ath_NP_568637.1																
OG0024161		ath_NP_568640.1																
OG0024162		ath_NP_568643.1																
OG0024163		ath_NP_568647.1																
OG0024164		ath_NP_568656.1																
OG0024165		ath_NP_568665.1																
OG0024166		ath_NP_568669.1																
OG0024167		ath_NP_568684.1																
OG0024168		ath_NP_568689.1																
OG0024169		ath_NP_568697.1																
OG0024170		ath_NP_568709.1																
OG0024171		ath_NP_568711.1																
OG0024172		ath_NP_568713.1																
OG0024173		ath_NP_568726.1																
OG0024174		ath_NP_568737.1																
OG0024175		ath_NP_568749.1																
OG0024176		ath_NP_568758.1																
OG0024177		ath_NP_568761.1																
OG0024178		ath_NP_568766.1																
OG0024179		ath_NP_568767.2																
OG0024180		ath_NP_568773.1																
OG0024181		ath_NP_568775.1																
OG0024182		ath_NP_568780.1																
OG0024183		ath_NP_568784.1																
OG0024184		ath_NP_568788.1																
OG0024185		ath_NP_568790.1																
OG0024186		ath_NP_568796.1																
OG0024187		ath_NP_568799.1																
OG0024188		ath_NP_568802.1																
OG0024189		ath_NP_568813.1																
OG0024190		ath_NP_568814.2																
OG0024191		ath_NP_568825.1																
OG0024192		ath_NP_568828.1																
OG0024193		ath_NP_568854.1																
OG0024194		ath_NP_568856.1																
OG0024195		ath_NP_568873.1																
OG0024196		ath_NP_568880.1																
OG0024197		ath_NP_568927.2																
OG0024198		ath_NP_568936.1																
OG0024199		ath_NP_568938.1																
OG0024200		ath_NP_568942.1																
OG0024201		ath_NP_568955.1																
OG0024202		ath_NP_568956.1																
OG0024203		ath_NP_568958.1																
OG0024204		ath_NP_568959.1																
OG0024205		ath_NP_568960.1																
OG0024206		ath_NP_568965.1																
OG0024207		ath_NP_568966.1																
OG0024208		ath_NP_568986.1																
OG0024209		ath_NP_568999.1																
OG0024210		ath_NP_569002.1																
OG0024211		ath_NP_569003.1																
OG0024212		ath_NP_569009.1																
OG0024213		ath_NP_569010.1																
OG0024214		ath_NP_569012.2																
OG0024215		ath_NP_569016.1																
OG0024216		ath_NP_569023.1																
OG0024217		ath_NP_569028.1																
OG0024218		ath_NP_569039.1																
OG0024219		ath_NP_569043.1																
OG0024220		ath_NP_569051.1																
OG0024221		ath_NP_671781.1																
OG0024222		ath_NP_671783.1																
OG0024223		ath_NP_671785.1																
OG0024224		ath_NP_671795.1																
OG0024225		ath_NP_671802.2																
OG0024226		ath_NP_671805.1																
OG0024227		ath_NP_671806.1																
OG0024228		ath_NP_671808.1																
OG0024229		ath_NP_671824.1																
OG0024230		ath_NP_671829.1																
OG0024231		ath_NP_671830.1																
OG0024232		ath_NP_671835.1																
OG0024233		ath_NP_671840.1																
OG0024234		ath_NP_671841.1																
OG0024235		ath_NP_671842.1																
OG0024236		ath_NP_671852.2																
OG0024237		ath_NP_671855.1																
OG0024238		ath_NP_680098.1																
OG0024239		ath_NP_680126.1																
OG0024240		ath_NP_680157.1																
OG0024241		ath_NP_680159.1																
OG0024242		ath_NP_680162.1																
OG0024243		ath_NP_680167.1																
OG0024244		ath_NP_680177.2																
OG0024245		ath_NP_680179.2																
OG0024246		ath_NP_680187.2																
OG0024247		ath_NP_680213.1																
OG0024248		ath_NP_680220.1																
OG0024249		ath_NP_680226.1																
OG0024250		ath_NP_680232.1																
OG0024251		ath_NP_680235.1																
OG0024252		ath_NP_680253.1																
OG0024253		ath_NP_680265.1																
OG0024254		ath_NP_680311.1																
OG0024255		ath_NP_680336.4																
OG0024256		ath_NP_680370.1																
OG0024257		ath_NP_680379.1																
OG0024258		ath_NP_680381.1																
OG0024259		ath_NP_680397.1																
OG0024260		ath_NP_680401.1																
OG0024261		ath_NP_680435.1																
OG0024262		ath_NP_680438.1																
OG0024263		ath_NP_680439.1																
OG0024264		ath_NP_680452.1																
OG0024265		ath_NP_680472.1																
OG0024266		ath_NP_680554.1																
OG0024267		ath_NP_680556.1																
OG0024268		ath_NP_680559.2																
OG0024269		ath_NP_680562.1																
OG0024270		ath_NP_680567.1																
OG0024271		ath_NP_680592.1																
OG0024272		ath_NP_680606.1																
OG0024273		ath_NP_680610.1																
OG0024274		ath_NP_680611.1																
OG0024275		ath_NP_680628.1																
OG0024276		ath_NP_680631.1																
OG0024277		ath_NP_680638.2																
OG0024278		ath_NP_680642.1																
OG0024279		ath_NP_680659.1																
OG0024280		ath_NP_680678.1																
OG0024281		ath_NP_680684.1																
OG0024282		ath_NP_680688.1																
OG0024283		ath_NP_680710.1																
OG0024284		ath_NP_680718.1																
OG0024285		ath_NP_680733.1																
OG0024286		ath_NP_680737.2																
OG0024287		ath_NP_680766.6																
OG0024288		ath_NP_680772.1																
OG0024289		ath_NP_683274.1																
OG0024290		ath_NP_683300.2																
OG0024291		ath_NP_683305.3																
OG0024292		ath_NP_683309.1																
OG0024293		ath_NP_683310.1																
OG0024294		ath_NP_683318.1																
OG0024295		ath_NP_683320.1																
OG0024296		ath_NP_683332.1																
OG0024297		ath_NP_683342.2																
OG0024298		ath_NP_683344.1																
OG0024299		ath_NP_683352.1																
OG0024300		ath_NP_683355.1																
OG0024301		ath_NP_683373.1																
OG0024302		ath_NP_683420.3																
OG0024303		ath_NP_683426.1																
OG0024304		ath_NP_683438.1																
OG0024305		ath_NP_683451.1																
OG0024306		ath_NP_683453.1																
OG0024307		ath_NP_683461.1																
OG0024308		ath_NP_683463.1																
OG0024309		ath_NP_683469.1																
OG0024310		ath_NP_683472.1																
OG0024311		ath_NP_683474.1																
OG0024312		ath_NP_683481.1																
