Orthogroup	adv	ath	aza	azd	azi
OG0011036	adv_AWL28966.1				
OG0011037	adv_AWL28967.1				
OG0011038	adv_AWL28968.1				
OG0011039	adv_AWL28969.1				
OG0011040	adv_AWL28970.1				
OG0011041	adv_AWL28971.1				
OG0011042	adv_AWL28972.1				
OG0011043	adv_AWL28973.1				
OG0011044	adv_AWL28974.1				
OG0011045	adv_AWL28975.1				
OG0011046	adv_AWL28976.1				
OG0011047	adv_AWL28977.1				
OG0011048	adv_AWL28978.1				
OG0011049	adv_AWL28979.1				
OG0011050	adv_AWL28980.1				
OG0011051	adv_AWL28981.1				
OG0011052	adv_AWL28982.1				
OG0011053	adv_AWL28983.1				
OG0011054	adv_AWL28984.1				
OG0011055	adv_AWL28985.1				
OG0011056	adv_AWL28986.1				
OG0011057	adv_AWL28987.1				
OG0011058	adv_AWL28988.1				
OG0011059	adv_AWL28989.1				
OG0011060	adv_AWL28991.1				
OG0011061	adv_AWL28993.1				
OG0011062	adv_AWL28994.1				
OG0011063	adv_AWL28995.1				
OG0011064	adv_AWL28997.1				
OG0011065	adv_AWL28998.1				
OG0011066	adv_AWL28999.1				
OG0011067	adv_AWL29000.1				
OG0011068	adv_AWL29001.1				
OG0011069	adv_AWL29002.1				
OG0011070	adv_AWL29003.1				
OG0011071	adv_AWL29004.1				
OG0011072	adv_AWL29006.1				
OG0011073	adv_AWL29007.1				
OG0011074	adv_AWL29008.1				
OG0011075	adv_AWL29009.1				
OG0011076	adv_AWL29010.1				
OG0011077	adv_AWL29012.1				
OG0011078	adv_AWL29025.1				
OG0011079	adv_AWL29027.1				
OG0011080	adv_AWL29033.1				
OG0011081	adv_AWL29034.1				
OG0011082	adv_AWL29035.1				
OG0011083	adv_AWL29036.1				
OG0011084	adv_AWL29037.1				
OG0011085	adv_AWL29038.1				
OG0011086	adv_AWL29039.1				
OG0011087	adv_AWL29040.1				
OG0011088	adv_AWL29045.1				
OG0011089	adv_AWL29046.1				
OG0011090	adv_AWL29047.1				
OG0011091	adv_AWL29048.1				
OG0011092	adv_AWL29050.1				
OG0011093	adv_AWL29056.1				
OG0011094	adv_AWL29057.1				
OG0011095	adv_AWL29058.1				
OG0011096	adv_AWL29061.1				
OG0011097	adv_AWL29065.1				
OG0011098	adv_AWL29068.1				
OG0011099	adv_AWL29069.1				
OG0011100	adv_AWL29070.1				
OG0011101	adv_AWL29072.1				
OG0011102	adv_AWL29073.1				
OG0011103	adv_AWL29074.1				
OG0011104	adv_AWL29076.1				
OG0011105	adv_AWL29077.1				
OG0011106	adv_AWL29082.1				
OG0011107	adv_AWL29083.1				
OG0011108	adv_AWL29085.1				
OG0011109	adv_AWL29088.1				
OG0011110	adv_AWL29090.1				
OG0011111	adv_AWL29091.1				
OG0011112	adv_AWL29098.1				
OG0011113	adv_AWL29100.1				
OG0011114	adv_AWL29102.1				
OG0011115	adv_AWL29103.1				
OG0011116	adv_AWL29104.1				
OG0011117	adv_AWL29108.1				
OG0011118	adv_AWL29109.1				
OG0011119	adv_AWL29110.1				
OG0011120	adv_AWL29111.1				
OG0011121	adv_AWL29112.1				
OG0011122	adv_AWL29113.1				
OG0011123	adv_AWL29114.1				
OG0011124	adv_AWL29122.1				
OG0011125	adv_AWL29123.1				
OG0011126	adv_AWL29124.1				
OG0011127	adv_AWL29126.1				
OG0011128	adv_AWL29127.1				
OG0011129	adv_AWL29128.1				
OG0011130	adv_AWL29129.1				
OG0011131	adv_AWL29132.1				
OG0011132	adv_AWL29133.1				
OG0011133	adv_AWL29134.1				
OG0011134	adv_AWL29138.1				
OG0011135	adv_AWL29140.1				
OG0011136	adv_AWL29142.1				
OG0011137	adv_AWL29143.1				
OG0011138	adv_AWL29144.1				
OG0011139	adv_AWL29145.1				
OG0011140	adv_AWL29170.1				
OG0011141	adv_AWL29178.1				
OG0011142	adv_AWL29179.1				
OG0011143	adv_AWL29180.1				
OG0011144	adv_AWL29182.1				
OG0011145	adv_AWL29187.1				
OG0011146	adv_AWL29189.1				
OG0011147	adv_AWL29193.1				
OG0011148	adv_AWL29194.1				
OG0011149	adv_AWL29195.1				
OG0011150	adv_AWL29197.1				
OG0011151	adv_AWL29198.1				
OG0011152	adv_AWL29199.1				
OG0011153	adv_AWL29203.1				
OG0011154	adv_AWL29206.1				
OG0011155	adv_AWL29211.1				
OG0011156	adv_AWL29215.1				
OG0011157	adv_AWL29216.1				
OG0011158	adv_AWL29217.1				
OG0011159	adv_AWL29218.1				
OG0011160	adv_AWL29219.1				
OG0011161	adv_AWL29220.1				
OG0011162	adv_AWL29223.1				
OG0011163	adv_AWL29225.1				
OG0011164	adv_AWL29229.1				
OG0011165	adv_AWL29230.1				
OG0011166	adv_AWL29231.1				
OG0011167	adv_AWL29232.1				
OG0011168	adv_AWL29233.1				
OG0011169	adv_AWL29234.1				
OG0011170	adv_AWL29235.1				
OG0011171	adv_AWL29236.1				
OG0011172	adv_AWL29237.1				
OG0011173	adv_AWL29238.1				
OG0011174	adv_AWL29239.1				
OG0011175	adv_AWL29240.1				
OG0011176	adv_AWL29242.1				
OG0011177	adv_AWL29243.1				
OG0011178	adv_AWL29244.1				
OG0011179	adv_AWL29245.1				
OG0011180	adv_AWL29246.1				
OG0011181	adv_AWL29247.1				
OG0011182	adv_AWL29248.1				
OG0011183	adv_AWL29249.1				
OG0011184	adv_AWL29250.1				
OG0011185	adv_AWL29251.1				
OG0011186	adv_AWL29252.1				
OG0011187	adv_AWL29253.1				
OG0011188	adv_AWL29255.1				
OG0011189	adv_AWL29256.1				
OG0011190	adv_AWL29257.1				
OG0011191	adv_AWL29258.1				
OG0011192	adv_AWL29267.1				
OG0011193	adv_AWL29268.1				
OG0011194	adv_AWL29271.1				
OG0011195	adv_AWL29272.1				
OG0011196	adv_AWL29279.1				
OG0011197	adv_AWL29287.1				
OG0011198	adv_AWL29289.1				
OG0011199	adv_AWL29293.1				
OG0011200	adv_AWL29297.1				
OG0011201	adv_AWL29299.1				
OG0011202	adv_AWL29301.1				
OG0011203	adv_AWL29305.1				
OG0011204	adv_AWL29306.1				
OG0011205	adv_AWL29309.1				
OG0011206	adv_AWL29313.1				
OG0011207	adv_AWL29315.1				
OG0011208	adv_AWL29319.1				
OG0011209	adv_AWL29321.1				
OG0011210	adv_AWL29322.1				
OG0011211	adv_AWL29324.1				
OG0011212	adv_AWL29327.1				
OG0011213	adv_AWL29332.1				
OG0011214	adv_AWL29334.1				
OG0011215	adv_AWL29336.1				
OG0011216	adv_AWL29337.1				
OG0011217	adv_AWL29338.1				
OG0011218	adv_AWL29339.1				
OG0011219	adv_AWL29340.1				
OG0011220	adv_AWL29341.1				
OG0011221	adv_AWL29342.1				
OG0011222	adv_AWL29345.1				
OG0011223	adv_AWL29346.1				
OG0011224	adv_AWL29347.1				
OG0011225	adv_AWL29348.1				
OG0011226	adv_AWL29349.1				
OG0011227	adv_AWL29350.1				
OG0011228	adv_AWL29351.1				
OG0011229	adv_AWL29352.1				
OG0011230	adv_AWL29354.1				
OG0011231	adv_AWL29355.1				
OG0011232	adv_AWL29356.1				
OG0011233	adv_AWL29357.1				
OG0011234	adv_AWL29358.1				
OG0011235	adv_AWL29359.1				
OG0011236	adv_AWL29360.1				
OG0011237	adv_AWL29361.1				
OG0011238	adv_AWL29362.1				
OG0011239	adv_AWL29363.1				
OG0011240	adv_AWL29365.1				
OG0011241	adv_AWL29366.1				
OG0011242	adv_AWL29367.1				
OG0011243	adv_AWL29369.1				
OG0011244	adv_AWL29370.1				
OG0011245	adv_AWL29371.1				
OG0011246	adv_AWL29372.1				
OG0011247	adv_AWL29373.1				
OG0011248	adv_AWL29374.1				
OG0011249	adv_AWL29375.1				
OG0011250	adv_AWL29380.1				
OG0011251	adv_AWL29386.1				
OG0011252	adv_AWL29388.1				
OG0011253	adv_AWL29394.1				
OG0011254	adv_AWL29395.1				
OG0011255	adv_AWL29400.1				
OG0011256	adv_AWL29401.1				
OG0011257	adv_AWL29404.1				
OG0011258	adv_AWL29415.1				
OG0011259	adv_AWL29416.1				
OG0011260	adv_AWL29422.1				
OG0011261	adv_AWL29425.1				
OG0011262	adv_AWL29434.1				
OG0011263	adv_AWL29438.1				
OG0011264	adv_AWL29440.1				
OG0011265	adv_AWL29442.1				
OG0011266	adv_AWL29443.1				
OG0011267	adv_AWL29446.1				
OG0011268	adv_AWL29450.1				
OG0011269	adv_AWL29451.1				
OG0011270	adv_AWL29454.1				
OG0011271	adv_AWL29457.1				
OG0011272	adv_AWL29467.1				
OG0011273	adv_AWL29473.1				
OG0011274	adv_AWL29474.1				
OG0011275	adv_AWL29476.1				
OG0011276	adv_AWL29477.1				
OG0011277	adv_AWL29478.1				
OG0011278	adv_AWL29480.1				
OG0011279	adv_AWL29481.1				
OG0011280	adv_AWL29482.1				
OG0011281	adv_AWL29483.1				
OG0011282	adv_AWL29487.1				
OG0011283	adv_AWL29490.1				
OG0011284	adv_AWL29493.1				
OG0011285	adv_AWL29494.1				
OG0011286	adv_AWL29498.1				
OG0011287	adv_AWL29499.1				
OG0011288	adv_AWL29500.1				
OG0011289	adv_AWL29504.1				
OG0011290	adv_AWL29508.1				
OG0011291	adv_AWL29509.1				
OG0011292	adv_AWL29510.1				
OG0011293	adv_AWL29516.1				
OG0011294	adv_AWL29517.1				
OG0011295	adv_AWL29519.1				
OG0011296	adv_AWL29521.1				
OG0011297	adv_AWL29522.1				
OG0011298	adv_AWL29524.1				
OG0011299	adv_AWL29526.1				
OG0011300	adv_AWL29533.1				
OG0011301	adv_AWL29538.1				
OG0011302	adv_AWL29550.1				
OG0011303	adv_AWL29553.1				
OG0011304	adv_AWL29559.1				
OG0011305	adv_AWL29563.1				
OG0011306	adv_AWL29565.1				
OG0011307	adv_AWL29567.1				
OG0011308	adv_AWL29571.1				
OG0011309	adv_AWL29573.1				
OG0011310	adv_AWL29574.1				
OG0011311	adv_AWL29578.1				
OG0011312	adv_AWL29580.1				
OG0011313	adv_AWL29582.1				
OG0011314	adv_AWL29584.1				
OG0011315	adv_AWL29587.1				
OG0011316	adv_AWL29590.1				
OG0011317	adv_AWL29591.1				
OG0011318	adv_AWL29596.1				
OG0011319	adv_AWL29600.1				
OG0011320	adv_AWL29603.1				
OG0011321	adv_AWL29615.1				
OG0011322	adv_AWL29616.1				
OG0011323	adv_AWL29617.1				
OG0011324	adv_AWL29620.1				
OG0011325	adv_AWL29621.1				
OG0011326	adv_AWL29623.1				
OG0011327	adv_AWL29625.1				
OG0011328	adv_AWL29626.1				
OG0011329	adv_AWL29628.1				
OG0011330	adv_AWL29630.1				
OG0011331	adv_AWL29631.1				
OG0011332	adv_AWL29640.1				
OG0011333	adv_AWL29641.1				
OG0011334	adv_AWL29644.1				
OG0011335	adv_AWL29647.1				
OG0011336	adv_AWL29648.1				
OG0011337	adv_AWL29650.1				
OG0011338	adv_AWL29651.1				
OG0011339	adv_AWL29652.1				
OG0011340	adv_AWL29653.1				
OG0011341	adv_AWL29656.1				
OG0011342	adv_AWL29658.1				
OG0011343	adv_AWL29664.1				
OG0011344	adv_AWL29667.1				
OG0011345	adv_AWL29669.1				
OG0011346	adv_AWL29671.1				
OG0011347	adv_AWL29672.1				
OG0011348	adv_AWL29675.1				
OG0011349	adv_AWL29676.1				
OG0011350	adv_AWL29677.1				
OG0011351	adv_AWL29683.1				
OG0011352	adv_AWL29686.1				
OG0011353	adv_AWL29688.1				
OG0011354	adv_AWL29689.1				
OG0011355	adv_AWL29694.1				
OG0011356	adv_AWL29700.1				
OG0011357	adv_AWL29701.1				
OG0011358	adv_AWL29707.1				
OG0011359	adv_AWL29712.1				
OG0011360	adv_AWL29713.1				
OG0011361	adv_AWL29715.1				
OG0011362	adv_AWL29716.1				
OG0011363	adv_AWL29719.1				
OG0011364	adv_AWL29720.1				
OG0011365	adv_AWL29721.1				
OG0011366	adv_AWL29722.1				
OG0011367	adv_AWL29723.1				
OG0011368	adv_AWL29725.1				
OG0011369	adv_AWL29734.1				
OG0011370	adv_AWL29741.1				
OG0011371	adv_AWL29743.1				
OG0011372	adv_AWL29744.1				
OG0011373	adv_AWL29745.1				
OG0011374	adv_AWL29746.1				
OG0011375	adv_AWL29754.1				
OG0011376	adv_AWL29755.1				
OG0011377	adv_AWL29757.1				
OG0011378	adv_AWL29758.1				
OG0011379	adv_AWL29761.1				
OG0011380	adv_AWL29767.1				
OG0011381	adv_AWL29770.1				
OG0011382	adv_AWL29772.1				
OG0011383	adv_AWL29774.1				
OG0011384	adv_AWL29775.1				
OG0011385	adv_AWL29777.1				
OG0011386	adv_AWL29778.1				
OG0011387	adv_AWL29781.1				
OG0011388	adv_AWL29785.1				
OG0011389	adv_AWL29786.1				
OG0011390	adv_AWL29787.1				
OG0011391	adv_AWL29788.1				
OG0011392	adv_AWL29794.1				
OG0011393	adv_AWL29796.1				
OG0011394	adv_AWL29798.1				
OG0011395	adv_AWL29801.1				
OG0011396	adv_AWL29802.1				
OG0011397	adv_AWL29803.1				
OG0011398	adv_AWL29804.1				
OG0011399	adv_AWL29808.1				
OG0011400	adv_AWL29814.1				
OG0011401	adv_AWL29824.1				
OG0011402	adv_AWL29827.1				
OG0011403	adv_AWL29829.1				
OG0011404	adv_AWL29832.1				
OG0011405	adv_AWL29841.1				
OG0011406	adv_AWL29842.1				
OG0011407	adv_AWL29843.1				
OG0011408	adv_AWL29844.1				
OG0011409	adv_AWL29845.1				
OG0011410	adv_AWL29846.1				
OG0011411	adv_AWL29855.1				
OG0011412	adv_AWL29858.1				
OG0011413	adv_AWL29859.1				
OG0011414	adv_AWL29861.1				
OG0011415	adv_AWL29862.1				
OG0011416	adv_AWL29864.1				
OG0011417	adv_AWL29866.1				
OG0011418	adv_AWL29869.1				
OG0011419	adv_AWL29873.1				
OG0011420	adv_AWL29877.1				
OG0011421	adv_AWL29884.1				
OG0011422	adv_AWL29888.1				
OG0011423	adv_AWL29890.1				
OG0011424	adv_AWL29894.1				
OG0011425	adv_AWL29898.1				
OG0011426	adv_AWL29899.1				
OG0011427	adv_AWL29900.1				
OG0011428	adv_AWL29905.1				
OG0011429	adv_AWL29909.1				
OG0011430	adv_AWL29910.1				
OG0011431	adv_AWL29912.1				
OG0011432	adv_AWL29923.1				
OG0011433	adv_AWL29924.1				
OG0011434	adv_AWL29925.1				
OG0011435	adv_AWL29931.1				
OG0011436	adv_AWL29934.1				
OG0011437	adv_AWL29941.1				
OG0011438	adv_AWL29942.1				
OG0011439	adv_AWL29944.1				
OG0011440	adv_AWL29948.1				
OG0011441	adv_AWL29949.1				
OG0011442	adv_AWL29952.1				
OG0011443	adv_AWL29953.1				
OG0011444	adv_AWL29955.1				
OG0011445	adv_AWL29956.1				
OG0011446	adv_AWL29957.1				
OG0011447	adv_AWL29958.1				
OG0011448	adv_AWL29959.1				
OG0011449	adv_AWL29960.1				
OG0011450	adv_AWL29969.1				
OG0011451	adv_AWL29973.1				
OG0011452	adv_AWL29974.1				
OG0011453	adv_AWL29975.1				
OG0011454	adv_AWL29976.1				
OG0011455	adv_AWL29977.1				
OG0011456	adv_AWL29984.1				
OG0011457	adv_AWL29991.1				
OG0011458	adv_AWL29996.1				
OG0011459	adv_AWL29997.1				
OG0011460	adv_AWL30000.1				
OG0011461	adv_AWL30002.1				
OG0011462	adv_AWL30003.1				
OG0011463	adv_AWL30004.1				
OG0011464	adv_AWL30005.1				
OG0011465	adv_AWL30006.1				
OG0011466	adv_AWL30007.1				
OG0011467	adv_AWL30009.1				
OG0011468	adv_AWL30010.1				
OG0011469	adv_AWL30011.1				
OG0011470	adv_AWL30013.1				
OG0011471	adv_AWL30019.1				
OG0011472	adv_AWL30021.1				
OG0011473	adv_AWL30022.1				
OG0011474	adv_AWL30024.1				
OG0011475	adv_AWL30027.1				
OG0011476	adv_AWL30028.1				
OG0011477	adv_AWL30030.1				
OG0011478	adv_AWL30032.1				
OG0011479	adv_AWL30033.1				
OG0011480	adv_AWL30040.1				
OG0011481	adv_AWL30045.1				
OG0011482	adv_AWL30046.1				
OG0011483	adv_AWL30048.1				
OG0011484	adv_AWL30055.1				
OG0011485	adv_AWL30056.1				
OG0011486	adv_AWL30057.1				
OG0011487	adv_AWL30058.1				
OG0011488	adv_AWL30066.1				
OG0011489	adv_AWL30073.1				
OG0011490	adv_AWL30074.1				
OG0011491	adv_AWL30075.1				
OG0011492	adv_AWL30078.1				
OG0011493	adv_AWL30079.1				
OG0011494	adv_AWL30080.1				
OG0011495	adv_AWL30081.1				
OG0011496	adv_AWL30085.1				
OG0011497	adv_AWL30086.1				
OG0011498	adv_AWL30087.1				
OG0011499	adv_AWL30089.1				
OG0011500	adv_AWL30094.1				
OG0011501	adv_AWL30096.1				
OG0011502	adv_AWL30101.1				
OG0011503	adv_AWL30104.1				
OG0011504	adv_AWL30105.1				
OG0011505	adv_AWL30106.1				
OG0011506	adv_AWL30112.1				
OG0011507	adv_AWL30115.1				
OG0011508	adv_AWL30116.1				
OG0011509	adv_AWL30121.1				
OG0011510	adv_AWL30122.1				
OG0011511	adv_AWL30126.1				
OG0011512	adv_AWL30131.1				
OG0011513	adv_AWL30132.1				
OG0011514	adv_AWL30133.1				
OG0011515	adv_AWL30142.1				
OG0011516	adv_AWL30143.1				
OG0011517	adv_AWL30145.1				
OG0011518	adv_AWL30150.1				
OG0011519	adv_AWL30151.1				
OG0011520	adv_AWL30152.1				
OG0011521	adv_AWL30153.1				
OG0011522	adv_AWL30155.1				
OG0011523	adv_AWL30156.1				
OG0011524	adv_AWL30157.1				
OG0011525	adv_AWL30159.1				
OG0011526	adv_AWL30160.1				
OG0011527	adv_AWL30161.1				
OG0011528	adv_AWL30162.1				
OG0011529	adv_AWL30166.1				
OG0011530	adv_AWL30169.1				
OG0011531	adv_AWL30170.1				
OG0011532	adv_AWL30177.1				
OG0011533	adv_AWL30180.1				
OG0011534	adv_AWL30181.1				
OG0011535	adv_AWL30186.1				
OG0011536	adv_AWL30188.1				
OG0011537	adv_AWL30189.1				
OG0011538	adv_AWL30190.1				
OG0011539	adv_AWL30193.1				
OG0011540	adv_AWL30201.1				
OG0011541	adv_AWL30202.1				
OG0011542	adv_AWL30220.1				
OG0011543	adv_AWL30221.1				
OG0011544	adv_AWL30222.1				
OG0011545	adv_AWL30226.1				
OG0011546	adv_AWL30227.1				
OG0011547	adv_AWL30233.1				
OG0011548	adv_AWL30234.1				
OG0011549	adv_AWL30239.1				
OG0011550	adv_AWL30241.1				
OG0011551	adv_AWL30244.1				
OG0011552	adv_AWL30246.1				
OG0011553	adv_AWL30251.1				
OG0011554	adv_AWL30257.1				
OG0011555	adv_AWL30259.1				
OG0011556	adv_AWL30263.1				
OG0011557	adv_AWL30266.1				
OG0011558	adv_AWL30272.1				
OG0011559	adv_AWL30273.1				
OG0011560	adv_AWL30274.1				
OG0011561	adv_AWL30280.1				
OG0011562	adv_AWL30281.1				
OG0011563	adv_AWL30283.1				
OG0011564	adv_AWL30285.1				
OG0011565	adv_AWL30291.1				
OG0011566	adv_AWL30292.1				
OG0011567	adv_AWL30293.1				
OG0011568	adv_AWL30299.1				
OG0011569	adv_AWL30303.1				
OG0011570	adv_AWL30312.1				
OG0011571	adv_AWL30313.1				
OG0011572	adv_AWL30315.1				
OG0011573	adv_AWL30329.1				
OG0011574	adv_AWL30330.1				
OG0011575	adv_AWL30331.1				
OG0011576	adv_AWL30334.1				
OG0011577	adv_AWL30345.1				
OG0011578	adv_AWL30353.1				
OG0011579	adv_AWL30368.1				
OG0011580	adv_AWL30370.1				
OG0011581	adv_AWL30374.1				
OG0011582	adv_AWL30377.1				
OG0011583	adv_AWL30386.1				
OG0011584	adv_AWL30388.1				
OG0011585	adv_AWL30389.1				
OG0011586	adv_AWL30392.1				
OG0011587	adv_AWL30393.1				
OG0011588	adv_AWL30394.1				
OG0011589	adv_AWL30398.1				
OG0011590	adv_AWL30401.1				
OG0011591	adv_AWL30406.1				
OG0011592	adv_AWL30411.1				
OG0011593	adv_AWL30413.1				
OG0011594	adv_AWL30414.1				
OG0011595	adv_AWL30423.1				
OG0011596	adv_AWL30425.1				
OG0011597	adv_AWL30426.1				
OG0011598	adv_AWL30428.1				
OG0011599	adv_AWL30429.1				
OG0011600	adv_AWL30430.1				
OG0011601	adv_AWL30431.1				
OG0011602	adv_AWL30435.1				
OG0011603	adv_AWL30436.1				
OG0011604	adv_AWL30437.1				
OG0011605	adv_AWL30438.1				
OG0011606	adv_AWL30446.1				
OG0011607	adv_AWL30448.1				
OG0011608	adv_AWL30451.1				
OG0011609	adv_AWL30452.1				
OG0011610	adv_AWL30453.1				
OG0011611	adv_AWL30462.1				
OG0011612	adv_AWL30465.1				
OG0011613	adv_AWL30466.1				
OG0011614	adv_AWL30468.1				
OG0011615	adv_AWL30469.1				
OG0011616	adv_AWL30473.1				
OG0011617	adv_AWL30477.1				
OG0011618	adv_AWL30480.1				
OG0011619	adv_AWL30481.1				
OG0011620	adv_AWL30485.1				
OG0011621	adv_AWL30486.1				
OG0011622	adv_AWL30487.1				
OG0011623	adv_AWL30488.1				
OG0011624	adv_AWL30489.1				
OG0011625	adv_AWL30493.1				
OG0011626	adv_AWL30494.1				
OG0011627	adv_AWL30496.1				
OG0011628	adv_AWL30498.1				
OG0011629	adv_AWL30502.1				
OG0011630	adv_AWL30506.1				
OG0011631	adv_AWL30507.1				
OG0011632	adv_AWL30509.1				
OG0011633	adv_AWL30512.1				
OG0011634	adv_AWL30515.1				
OG0011635	adv_AWL30516.1				
OG0011636	adv_AWL30517.1				
OG0011637	adv_AWL30518.1				
OG0011638	adv_AWL30519.1				
OG0011639	adv_AWL30520.1				
OG0011640	adv_AWL30521.1				
OG0011641	adv_AWL30524.1				
OG0011642	adv_AWL30530.1				
OG0011643	adv_AWL30534.1				
OG0011644	adv_AWL30538.1				
OG0011645	adv_AWL30539.1				
OG0011646	adv_AWL30540.1				
OG0011647	adv_AWL30542.1				
OG0011648	adv_AWL30546.1				
OG0011649	adv_AWL30549.1				
OG0011650	adv_AWL30552.1				
OG0011651	adv_AWL30555.1				
OG0011652	adv_AWL30557.1				
OG0011653	adv_AWL30558.1				
OG0011654	adv_AWL30559.1				
OG0011655	adv_AWL30560.1				
OG0011656	adv_AWL30563.1				
OG0011657	adv_AWL30565.1				
OG0011658	adv_AWL30568.1				
OG0011659	adv_AWL30573.1				
OG0011660		ath_NP_001030636.1			
OG0011661		ath_NP_001030667.1			
OG0011662		ath_NP_001030679.1			
OG0011663		ath_NP_001030686.1			
OG0011664		ath_NP_001030797.1			
OG0011665		ath_NP_001030804.1			
OG0011666		ath_NP_001030836.1			
OG0011667		ath_NP_001030915.1			
OG0011668		ath_NP_001030944.1			
OG0011669		ath_NP_001030946.1			
OG0011670		ath_NP_001031027.1			
OG0011671		ath_NP_001031038.1			
OG0011672		ath_NP_001031043.1			
OG0011673		ath_NP_001031047.1			
OG0011674		ath_NP_001031072.3			
OG0011675		ath_NP_001031073.1			
OG0011676		ath_NP_001031226.1			
OG0011677		ath_NP_001031249.1			
OG0011678		ath_NP_001031307.1			
OG0011679		ath_NP_001031343.1			
OG0011680		ath_NP_001031344.1			
OG0011681		ath_NP_001031357.1			
OG0011682		ath_NP_001031376.1			
OG0011683		ath_NP_001031392.1			
OG0011684		ath_NP_001031409.1			
OG0011685		ath_NP_001031412.1			
OG0011686		ath_NP_001031481.1			
OG0011687		ath_NP_001031562.1			
OG0011688		ath_NP_001031592.1			
OG0011689		ath_NP_001031601.1			
OG0011690		ath_NP_001031602.1			
OG0011691		ath_NP_001031605.1			
OG0011692		ath_NP_001031631.1			
OG0011693		ath_NP_001031638.1			
OG0011694		ath_NP_001031665.1			
OG0011695		ath_NP_001031757.1			
OG0011696		ath_NP_001031791.1			
OG0011697		ath_NP_001031804.1			
OG0011698		ath_NP_001031813.1			
OG0011699		ath_NP_001031815.1			
OG0011700		ath_NP_001031821.1			
OG0011701		ath_NP_001031841.1			
OG0011702		ath_NP_001031879.1			
OG0011703		ath_NP_001031958.1			
OG0011704		ath_NP_001031967.1			
OG0011705		ath_NP_001032040.1			
OG0011706		ath_NP_001032042.1			
OG0011707		ath_NP_001032057.1			
OG0011708		ath_NP_001032081.1			
OG0011709		ath_NP_001032082.1			
OG0011710		ath_NP_001032085.2			
OG0011711		ath_NP_001032111.1			
OG0011712		ath_NP_001032134.1			
OG0011713		ath_NP_001077457.1			
OG0011714		ath_NP_001077458.1			
OG0011715		ath_NP_001077475.1			
OG0011716		ath_NP_001077476.1			
OG0011717		ath_NP_001077497.1			
OG0011718		ath_NP_001077516.1			
OG0011719		ath_NP_001077518.1			
OG0011720		ath_NP_001077543.1			
OG0011721		ath_NP_001077572.1			
OG0011722		ath_NP_001077622.1			
OG0011723		ath_NP_001077623.1			
OG0011724		ath_NP_001077665.1			
OG0011725		ath_NP_001077668.1			
OG0011726		ath_NP_001077689.1			
OG0011727		ath_NP_001077705.1			
OG0011728		ath_NP_001077713.1			
OG0011729		ath_NP_001077749.1			
OG0011730		ath_NP_001077758.1			
OG0011731		ath_NP_001077780.1			
OG0011732		ath_NP_001077799.1			
OG0011733		ath_NP_001077821.1			
OG0011734		ath_NP_001077832.1			
OG0011735		ath_NP_001077837.1			
OG0011736		ath_NP_001077984.1			
OG0011737		ath_NP_001078008.1			
OG0011738		ath_NP_001078044.1			
OG0011739		ath_NP_001078117.1			
OG0011740		ath_NP_001078144.1			
OG0011741		ath_NP_001078187.1			
OG0011742		ath_NP_001078189.1			
OG0011743		ath_NP_001078200.1			
OG0011744		ath_NP_001078204.1			
OG0011745		ath_NP_001078213.1			
OG0011746		ath_NP_001078218.1			
OG0011747		ath_NP_001078258.1			
OG0011748		ath_NP_001078274.1			
OG0011749		ath_NP_001078333.1			
OG0011750		ath_NP_001078349.1			
OG0011751		ath_NP_001078358.1			
OG0011752		ath_NP_001078391.1			
OG0011753		ath_NP_001078401.1			
OG0011754		ath_NP_001078473.1			
OG0011755		ath_NP_001078489.1			
OG0011756		ath_NP_001078519.1			
OG0011757		ath_NP_001078534.1			
OG0011758		ath_NP_001078549.1			
OG0011759		ath_NP_001078553.1			
OG0011760		ath_NP_001078561.1			
OG0011761		ath_NP_001078637.1			
OG0011762		ath_NP_001078640.1			
OG0011763		ath_NP_001117205.1			
OG0011764		ath_NP_001117229.1			
OG0011765		ath_NP_001117245.1			
OG0011766		ath_NP_001117246.1			
OG0011767		ath_NP_001117267.1			
OG0011768		ath_NP_001117271.1			
OG0011769		ath_NP_001117273.1			
OG0011770		ath_NP_001117287.1			
OG0011771		ath_NP_001117290.1			
OG0011772		ath_NP_001117302.1			
OG0011773		ath_NP_001117309.1			
OG0011774		ath_NP_001117310.1			
OG0011775		ath_NP_001117320.1			
OG0011776		ath_NP_001117357.1			
OG0011777		ath_NP_001117359.1			
OG0011778		ath_NP_001117361.1			
OG0011779		ath_NP_001117365.1			
OG0011780		ath_NP_001117379.1			
OG0011781		ath_NP_001117403.1			
OG0011782		ath_NP_001117408.1			
OG0011783		ath_NP_001117413.1			
OG0011784		ath_NP_001117418.1			
OG0011785		ath_NP_001117420.1			
OG0011786		ath_NP_001117422.4			
OG0011787		ath_NP_001117442.1			
OG0011788		ath_NP_001117443.1			
OG0011789		ath_NP_001117453.1			
OG0011790		ath_NP_001117454.1			
OG0011791		ath_NP_001117466.1			
OG0011792		ath_NP_001117467.1			
OG0011793		ath_NP_001117478.1			
OG0011794		ath_NP_001117481.1			
OG0011795		ath_NP_001117482.1			
OG0011796		ath_NP_001117495.1			
OG0011797		ath_NP_001117526.1			
OG0011798		ath_NP_001117533.1			
OG0011799		ath_NP_001117538.1			
OG0011800		ath_NP_001117546.1			
OG0011801		ath_NP_001117549.1			
OG0011802		ath_NP_001117552.1			
OG0011803		ath_NP_001117569.1			
